День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Заголовок,Статус объявления,Тип объявления,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка в сочи с лодки,-,0,-,0,как ловить на спиннинг с лодки в черном море,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Выход каждые три часа - бронь онлайн,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка в сочи с лодки,-,0,-,0,как ловить на спиннинг с лодки в черном море,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.77,0.00,76.79,5.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка дагомыс море,-,0,-,0,когда начнется штиль на море лазаревское,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Выход каждые три часа - бронь онлайн,Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.78,0.00,78.19,6.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка лоо море,-,0,-,0,рыбалка в лоо на море,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.81,0.00,80.96,2.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка лоо море,-,0,-,0,рыбалка в лоо на море,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.85,0.00,85.32,6.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка черное море сочи,-,0,-,0,на что ловить рыбу в адлере,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Рыбалка в Черном море - Сочи,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.69,0.00,69.21,4.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка черное море сочи,-,0,-,0,рыбалка лазаревское на море,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.91,0.00,90.89,2.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Фраза,рыбалка черное море сочи,-,0,-,0,снасть для рыбалки леиом на черном море,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.09,0.00,8.50,5.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Условие подбора аудитории,,Интересы и привычки,42053328,-,0,,Не определено,-,-,,1919233043117772392,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,"Не бронируйте весь катер - место в группе 2800 ₽, катамаран ""Моряк Попай"", до 8 чел.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5220563/VQuCih-eyFsJHPHY5QPWww,сезон 02.png,1164216079,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20985094/df89c1af-59fe-4be2-a722-2cf06c197a6a/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Женский,35-44 года,2–5%,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,1.00,100.00,100.00,-,-,0.00,4.00
24.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,морская рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,На барабульку и ставриду - групповая морская рыбалка на катамаране "Моряк Попай",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,Android,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.98,0.00,97.99,2.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,на катамаране по морю,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Выход в море на катамаране "Моряк Попай",Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Смартфоны,iOS,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.58,0.00,58.22,3.00,-,-,-
24.08.2026,G10 - рыбаки,5791489951,Автотаргетинг,,-,0,-,0,рыбалка,Широкие запросы,Запросы без упоминания брендов,-,,1919233043117772392,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Сезонная рыбалка в Сириусе с катамарана. 2800 ₽, 3 часа в море, Ставрида, пеламида",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_G10&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Спецразмещение,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,45-54 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.70,0.00,69.63,2.00,-,-,-
